,Datetime,Text
190,2019-10-06 18:11:51+00:00,You belong in jail. In hell. Now your saying that your the chosen one? The second coming of God? The King of the jews.
191,2019-10-03 15:26:04+00:00,@KellyannePolls well Honey it looks like you may see a jail sentence soon. Way to stand girl. You show that husband of yours. Go to jail.
192,2019-09-30 21:34:45+00:00,@RepAdamSchiff @JerryNadler. Subpoena Pompeo and bring his ass in. If he objects in any fashion whatsoever throw his ass in jail @NewYorkStateAG maybe it's time to look into William Barr's shenanigans enabling Trump's criminal Enterprises in New York state and fraudulent banking
193,2019-09-30 13:10:06+00:00,Put him in jail! Contempt of Congress!
194,2019-09-27 06:55:26+00:00,"“I can do whatever I want on the toilet, I got you out of jail.” @LindseyTreffry"
195,2019-09-27 00:58:18+00:00,Gwynn realizing that putting everyone in jail &amp; the chopping block is exactly what got her family overthrown is so awesome #TheOutpost
196,2019-09-26 21:02:35+00:00,Your compliance with this cover-up will END the tiny bit of political capital he has. Might possibly land him in jail. Yes the Democrat Party is out to Impeach this self deluded Demi-God. He should have 666 tatooed on his forehead. 
197,2019-09-24 01:26:02+00:00,"Facebook jail for being insensitive. I am a stand up comedian, I make more fun of myself than anything else. They think THAT was offensive? Wait till I am paroled!!!"
198,2019-09-21 23:32:05+00:00,That is a problem for you isn't it.Your whole life ppl have been out to get you and you've never done anything wrong. Poor baby. You bring this shit on yourself everytime you open your mouth. Your going to jail 
199,2019-09-19 14:26:53+00:00,Do It! Hold him in contempt. SEND HIM TO JAIL. NANCY NOW.
200,2019-09-19 14:21:10+00:00,Who is going to take him down? Who is going to make sure he goes to Jail. WHO
201,2019-09-18 11:03:04+00:00,Go straight to jail. 
202,2019-09-17 23:33:05+00:00,Hold his Ass in contempt of Congress and jail him until he answers the question. Him and everyone of them that do this or have ignored the Supenoea s 
203,2019-09-17 16:40:09+00:00,"I like Rep. Swalwell but, for all of Congress, it’s time to act or acquiesce. Put people in jail if you have to. Make them testify. "
204,2019-09-15 11:07:41+00:00,You are dispicable. You are Finished in politics and business. You are Finished as you have No Credibility. Your going to jail. Barr will go with you. At least you wont be alone.
205,2019-08-30 01:32:05+00:00,Outta Twitter jail! Man that was rough.
206,2019-08-29 08:17:27+00:00,"Its going to be kind of hard to win reelection after you get your citizenship stripped, thrown in jail and then deported."
207,2019-08-29 02:41:30+00:00,Twitter jail is so fun.
208,2019-08-26 18:32:00+00:00,I really hope she went to jail.
209,2019-08-23 15:51:57+00:00,What do you get when you cross Donald Trump and Bill Clinton? Found unresponsive in your jail cell. #badjokefriday
210,2019-08-21 19:17:00+00:00,"You didn’t read the Mueller Report, did you. Or pay attention to who’s been indicted, who’s in jail, who’s plead guilty..."
211,2019-08-21 04:04:38+00:00,If this fool Levi comes to the crib without an Oreo McFlurry for me I’m going to jail tonight
212,2019-08-15 17:55:33+00:00,This guy is a waste of oxygen and the people who put him back on the streets should be in jail. 
213,2019-08-13 15:18:02+00:00,"Daddy, are we human? Daddy, do puppies sleep? Daddy, can you get stuck in a cloud? Daddy, what is fog? Daddy, have you been a bad guy before? Daddy, has mommy been in jail before? All before 7AM today."
214,2019-08-08 15:21:32+00:00,The next Justice Department needs to put members of this administration in jail. 
215,2019-07-30 16:06:26+00:00,Trump needs to be put on prison along with his cohorts. That he betrayed BTW. Jail him now
216,2019-07-29 20:14:51+00:00,Lord give me the strength to not kill anyone today. Thank you I don’t wanna go to jail
217,2019-07-25 22:43:46+00:00,There are multiple people involved in child separation/amnesty denial that need to go to jail. This is March worthy.
218,2019-07-25 21:54:27+00:00,"William Mitchell, 72, says the legal system has left him frustrated. He’s been in the Spokane County jail for over two years. During that time, his trial has been pushed back over 21 times, according to court documents. – at Spokane County Jail"
219,2019-07-23 09:24:27+00:00,@PaulRieckhoff @angryamericans @WillieGeist @JoeNBC @maddow @jaketapper @ShepNewsTeam @NicolleDWallace @tedlieu @PeteButtigieg . North Carolina Jail Staff Accused Of Beating And Abusing Mentally Ill Veteran 
220,2019-07-13 17:49:24+00:00,Stop trying to make Judicial Watch a thing....it'll fold as soon as Tom goes to jail or gets sued for slander.
221,2019-07-12 15:13:04+00:00,"Another one of Trump's ""Best"" people forced out due to ties with a pedophile. I hope I don't have to live that long to hear that this one is going to jail also."
222,2019-07-12 04:43:52+00:00,"@KellyannePolls BECAUSE why? When will you advise this Ridiculous excuse for a President. Rapist, pedophile, fraud, sell out to Resign. Oh yeah thats right he can't cause he will go to jail. You should be ashamed of yourself!"
223,2019-07-11 01:38:01+00:00,"Why isnt she in Jail?? &amp; WHERES HER BROTHER??? WE WANT A DNA TEST??? &amp; HOW DOES POWER ?? GET YOU AWAY FROM ALL """"CRIMINAL PROSECUTION"""" SHE'S A """"SHE-WOLFE IN SHEEPS CLOTHING"""" &amp; SHES GIVING ""MUSLIMS"" A """"VERY BAD NAME"""" "
224,2019-07-08 23:41:54+00:00,"Speaker Pelosi, please start the official impeachment proceedings so that you can rain in and put controls around trumps obstruction of justice. Time to jail all of those surrounding Trump who are engaging in criminal Enterprise "
225,2019-07-08 18:22:08+00:00,Epstein is a direct link to the Russian mob and the wealthy American clients he has been cultivating for Generations. If they let him out of jail he's dead. He can bring Trump down and the Russians won't let him talk
226,2019-07-06 04:10:17+00:00,"IF THE STORIES ARE TRUE???? ABOUT MR. SCHIFF?? HE SHOULDBE IN JAIL!!!!! &amp; THE 6 MILLION$$$$$FROM """"CONGRESS SECRET ACNT"""" FOR SEXUAL MISCONDUCTS????? SHOULD BE PAYED BACK!! &amp; HE SHOULD BE """"REGISTERED"""" AS A SEX OFFENDER!!! &amp; HE SHOULD BE """"BUBBA'S BIT*H"""" IN PRISON?? (IF TRUE)"
227,2019-07-06 03:00:05+00:00,"Mississippi. Seriously! You really need to find more pressing matters, other than buggering around in the rights of others. Really? Jail-time for calling a veggie pattie, a burger?! Spending all that money to jail someone who did that, as opposed to jailing real criminals ... "
228,2019-07-05 16:10:43+00:00,Wow we really set off $500 worth of fireworks (the kind they pop downtown and at the lake) in the city and didn’t go to jail 
229,2019-07-03 02:55:25+00:00,No you aren’t...could y’all at least stop lying The NJMMP is a mess. It’s a scam. A “get out of jail” card for rich people.
230,2019-07-02 17:00:35+00:00,Jail thats where she her husband brother and father belong. Sick Bastards 
231,2019-07-01 21:25:42+00:00,This pair has been student leadership in Washington for almost 3 decades. Thank you for inspiring student servant leadership and keeping me out of ASB jail! @AWSLeaders #WASAAWSP19
232,2019-07-01 03:12:53+00:00,"BREAKING: Mark Rypien, former WSU & NFL QB, was arrested for domestic violence in Spokane today. He'll be spending the night in jail. Full details, including video of Rypien's arrest, only on @KHQLocalNews :"
233,2019-06-30 04:50:00+00:00,"That’s a freaking charge, screw flagrant......automatic jail time!"
234,2019-06-29 14:00:30+00:00,That I was gonna be dead or in jail by 18.... LOL. 
235,2019-06-27 16:09:26+00:00,You are a PIG May your penis fail you everytime you try to use it. FASCIST Baby Killer. Thats what you are. I suppose you'd be better entertained at Epstein's island sex trafficking operation or raping someone who ismt your type. Shut up go to jail where you belong you sick basta 
236,2019-06-26 00:40:17+00:00,Does anyone else think that he has already raped on Fifth Ave Maybe he could shoot somebody and get away with it. Jail this menace to society now before more people are hurt.
237,2019-06-21 02:21:46+00:00,@CountessLuann drop the title you American social climber. Countess of how many more times &amp; days you're going to spend in jail &amp; detox.
238,2019-06-19 11:22:34+00:00,Bless her little heart @PressSec maybe she should focus on staying out of jail for her obstruction of justice with comb over Caligula. 
239,2019-06-17 02:11:25+00:00,"WHAT ABOUT?? THE 1OO% ILEAGAL CAMPAIGN $$$$""""A MILLION DOLARS"""" ??? WHAT ?? THAT WHOLE FELONIOUS ISSUE ??? """"GET SWEPT UNDER THE RUG"""" ???? & WHY?? ISNT """"OMAR IN JAIL"""" (COME-ON) MAN????? SWAMP COVERING? FOR SWAMP"
240,2019-06-15 18:54:27+00:00,These police officers should be in jail for many different counts. 
241,2019-06-14 14:46:26+00:00,Her future as well as your own is doomed. Your both liars. You both sold out your country. You need to resign. Jail is a very real possibility. 
242,2019-06-14 00:07:20+00:00,Those with a jail broken fire stick. HELP
243,2019-06-13 16:04:57+00:00,Agreed why is he still In Office? The American people expect all of you to do your job. Impeach him now. The senate can take their chances in the election. How can we vote him out if Russia is controlling the outcome. Get busy. Agreed he should be in jail . 
244,2019-06-10 07:17:11+00:00,I will end up in jail. I paid for my music so they had better figure out how to save it.
245,2019-06-08 05:49:49+00:00,just told my mom the story about wiping my ass with a corn tortilla in jail
246,2019-06-07 20:53:48+00:00,"""That's fine if he's and jail and can't give me a baby when I'm 25, then I'll just get a sperm donor"""
247,2019-06-04 17:14:27+00:00,"Their parents are in jail, so you are getting your way. Now if we could just not catch and release them moving forward would take Congress, led by you corrupt party. #FixIt #MAGA #BuildTheWall"
248,2019-06-02 16:50:28+00:00,"10am still drunk, didn’t loose my wallet, not in jail, good night"
249,2019-06-01 05:57:54+00:00,browsing the jail roster is one of my hobbies
250,2019-06-01 00:53:20+00:00,"Hey Rudy, are you worried about all those mob guys in jail? Think how happy they're going to be to see you when you're sent to prison for your role in trumps treasonous cabal "
251,2019-05-26 18:28:53+00:00,And you democrats wonder why we call for her sick ass to be put in JAIL! 
252,2019-05-26 15:27:20+00:00,"Wheres The FBI? FOR THE """"FAKE POWDER"""" ???? HE'S GOTTA DO JAIL TIME!"
253,2019-05-25 15:22:36+00:00,You will never stand with him then. Just say that. How about him declassifying Spygate?? Now let’s see who’s in jail. Do you think they will let Hillary and Barry share a cell??
254,2019-05-25 15:15:21+00:00,Obama is going to jail. It’s what they do to people who commit treason.
255,2019-05-23 19:27:35+00:00,A witch hunt doesn't convict all those people from your Administration. Go to jail where you belong. You are a sick sick man 
256,2019-05-23 16:38:26+00:00,Why is it that your Administration so dark. Bc we have a sociopath for a President. He and the FACIST RIGHT are actually killing children. Trump thinks he is above the law. He is not. Jail all of them. The whole administration. 
257,2019-05-21 00:04:42+00:00,@RepJerryNadler. Subpoena them and haul their ass to jail if they refuse to comply with the law 
258,2019-05-19 12:28:46+00:00,They should all be in jail and their contracts issued to other companies. There must be an example of those who engage in war profiteering 
259,2019-05-19 12:26:33+00:00,Things that really piss you off @StephMillerShow. @fromthebunkerjr. This company should be dismantled its contracts this you to other companies and their executives stripped of their wealth and sent to jail. This Is War profiteering at the most extraordinary level @Morning_Joe
260,2019-05-17 23:24:47+00:00,Trumps ass is going to land in jail 
261,2019-05-17 21:51:57+00:00,Join the community conversation about the future of the Spokane County Jail and the Criminal Justice System. Two meetings are planned to start this conversation on May 20 and 21. May 20: https://www.facebook.com/events/2251681094918717/ May 21: https://www.facebook.com/events/608395326303429/
262,2019-05-17 20:58:42+00:00,"@SpeakerPelosi @JerryNadler please put that arrogant prick and to jail and fine him $100,000 a day. The Secretary of Treasury is obstructing justice as Trump's Lackey https://twitter.com/lauferlaw/status/1129486174614163456"
263,2019-05-17 12:20:39+00:00,"As American citizens, we demand the investigate to the deep bottom of this setup to undermine our President. Someone must go to jail for this treason!!!"
264,2019-05-16 21:23:04+00:00,The @spokanecounty co-deployed law enforcement officer and behavioral teams have resulted in high diversion rates and reduced jail time #RethinkJails #StepUp4MentalHealth
265,2019-05-16 19:29:13+00:00,"Alabama and Ohio senators need a quick punch to the dick. Oh wait, that would mean a misdemeanor charge for assault/battery and a possible facing of up to 6 months in jail. That’s 6 months less than a rapist in NY got. Our government is so fucked."
266,2019-05-16 01:13:18+00:00,I did a bad They saw my tail Now I'm sad I'm now in jail @CuriousZelda
267,2019-05-15 21:42:01+00:00,CHECK THIS OUT: Employees captured this woman losing it and destroying a Rite-Aid in Moses Lake on Monday. She was eventually arrested and booked into jail on multiple charges.( iFiber One News) @KHQLocalNews
268,2019-05-08 13:46:24+00:00,"I started making ""The Spokane Story"" boardgame. It is as politically incorrect and crazy as you would expect! You start out in the showers at county jail. You move around the board to collect resource cards (money, pawnable items, meth ingredients). 1 of 2 #thespokanestory"
269,2019-05-08 02:10:43+00:00,FAKE NEWS PROPAGANDA BULLSHIT DELUSIONAL ALTERNATIVE REALITY. DUMB ASSES. TRUMP CANT READ MUCH LESS WORK. CAN'T WAIT TILL YOU AND YOUR SPAWN GO TO JAIL. ASSHOLE 
270,2019-05-08 00:49:14+00:00,JAIL!!! FOR NOT FOLLOWING THE CONSTITUTION OF THE UNITED STATES!!!
271,2019-05-07 22:44:35+00:00,Senators like building jails to profit off sending black men to jail for weed related crimes.
272,2019-05-07 21:15:49+00:00,This ASS needs to be put in JAIL! 
273,2019-05-07 13:54:50+00:00,Mnuchin needs to go to jail too! This whole administration is one massive colon-clogging obstruction from HELL. #lockhimup #impeachNOW #impeachTrump #dumptrump #trumpforprison2020
274,2019-05-06 18:46:42+00:00,"“Then later on, On the drive home, I called her mom, From a payphone, I said I was the cops, And your husband's in jail.”"
275,2019-05-03 01:47:47+00:00,just got kicked from a fb crime group because i told the admin to stop trawling jail records to find people who look like the Delphi sketch. the internet is garbage
276,2019-05-01 23:12:18+00:00,The crowd will march to the Spokane County Jail after some speeches. Martinez said part of the protest is to call on the jail to end its contract with ICE.
277,2019-05-01 22:31:40+00:00,"Another story from the ""Hell House O' Trump""... This crap is exhausting! Seriously, we ALL know, that if we did even a FRACTION of their illegalities, we'd be in jail for a long time. By these a-hole people are the WORST scoff-laws in the country! So pissed, I could explode! "
278,2019-04-30 14:44:28+00:00,Miss Kellyanne Conway. Your Boss is an incompetent Ass. Russia interfered in the 2016 election in sweeping and systemic fashion. Why don't you condem that. Bc it did put him in office illegitimaly! If your not hiding anything answer questions HONESTLY and stop deflecting. Jail is
279,2019-04-28 04:04:15+00:00,I literally ignored a phone call to tell this funny jail story TURNS OUT MY OLD CELLMATE WAS TRYING TO CALL ME
280,2019-04-28 04:00:48+00:00,jail was shit but my stories are GOLD
281,2019-04-28 01:24:12+00:00,Like that will fly. Co-equal branches of government don't jail each other.
282,2019-04-25 18:19:45+00:00,Put her in JAIL where she belongs- 
283,2019-04-22 20:20:16+00:00,Video Proclamation! I am renting a Mini Van and moving to Western Canada. I have had a U.S. Passport for awhile. You think I am staying where these Losers can get me put in Jail? It's… https://www.instagram.com/p/BwkicMhlVUx/?utm_source=ig_twitter_share&amp;igshid=5rebnoh6sxwo
284,2019-04-22 04:32:03+00:00,"I doubt anyone would lose credibility being Hillary's lawyer as fast as Trump's have. Nor have any so far gone to jail, which is something Trump's can't say. Roy Cohn (one of the great scumbags of US history) used to be Trump's lawyer too, No honor there."
285,2019-04-20 07:23:19+00:00,"00:16 am. "" Good Morning Little Schoolgirl "" by Ten Years After on the Earbuds on Spotify Savoy Brown Radio. The Conspiracy unfolds: The Losers are gonna have me in Jail soon with the… https://www.instagram.com/p/Bwd_itsFcdz/?utm_source=ig_twitter_share&amp;igshid=og7y92v3wpih"
286,2019-04-20 07:11:36+00:00,"It's 00:07 Saturday April 20, 2019. These Losers might have me in Jail any day, and the Rent A Cop's that work here are helping them do it. You Think Catholic Charities wants to lose… https://www.instagram.com/p/Bwd-jpDlMfl/?utm_source=ig_twitter_share&amp;igshid=jb7njti722uv"
287,2019-04-19 18:15:08+00:00,"I got sprung from Twitter jail. It did not change however, how I felt in my statement. It is ridiculous to think it advocated violence, especially when the left uses that and no one bans their account."
288,2019-04-19 04:43:10+00:00,"i didnt even know slime went to jail, im out the loop"
289,2019-04-17 13:54:59+00:00,Barr: Jail many asylum seekers indefinitely while cases in court..yep here we go Trump's lil butt buddy pudgy Barr https://www.cbsnews.com/news/ag-barr-jail-many-asylum-seekers-indefinitely-while-cases-wind-through-courts/
290,2019-04-17 04:42:14+00:00,a week in jail was a solid 0/10 experience 
291,2019-04-15 20:59:33+00:00,Omar supporters hold rally outside Trump event in Minnesota..mentally ill Trump's behaivior is self explanatory shows his own stupidity and ignorance on his comments made about the congresswoman he should be put in jail those are threats 
292,2019-04-14 18:33:16+00:00,Feds send target letters to adult children in admissions scam..although this is beyond all comprehension and depolrable and wrong...I ask the question WHO DO YOU THINK IS BEHIND THIS???? TRUMP and let's not forget traitorous manafort 14 years in jail 
293,2019-04-12 16:37:55+00:00,"I was in Vietnam when this traitor, fraud, and treasonous shithead testified before congress and called me and my brothers “baby killers.” He should be in jail. "
294,2019-04-11 17:04:31+00:00,Jail is in order for many of the people who were involved with this CRAP! 
295,2019-04-11 14:17:07+00:00,"FISA FISA FISA FISA ????? & SECRET FISA JUDGES??? """"MUST BE CALLED OUT""""!!!! IF THEY WERENT COMPLICIT???? WHY ISNT THESE JUDGES PUTTING PEOPLE IN JAIL???? """"THEY WERE FOOLED TOO"""" (FISA FISA FISA) """"WE NEED ACCOUNTABILITY"""" "
296,2019-04-10 06:15:43+00:00,"Lol you could make $2,400 working at McDonald’s in 3 months snow now you’re spending years in jail/prison for premeditated murder DUMB mother fucker then bragging about how you got $2400 in cash (enough for a used 1986 Toyota Corolla) for KILLING SOMEONE."
297,2019-04-08 17:10:44+00:00,It is a travesty that so many childrens' first memories are going to be of being locked up in a cruel American jail. Of course they're going to grow up to hate us. Which plays into The Republicon Party's hand perfectly. #american #FamilySeparation #bordercontrol #atrocity
298,2019-04-04 01:50:14+00:00,Top Democrat formally requests 6 years of Trump's tax returns..trump and the stooge Whitehouse are a menace and a threat to the U.S.OF.A WE NEED TO MARCH TO AND PROTEST ON THE WHITEHOUSE AND OVERTHROW THIS GARBAGE HANDCUFFED AND TAKEN TO JAIL 
299,2019-04-03 05:03:08+00:00,"“All I can say is, crime in Post Falls is going to go down with me in jail,” he told the arresting officer. He also has three felony warrants in Spokane County. "
300,2019-04-02 14:51:45+00:00,Someone please lock up rep.JIM JORDAN INTO JAIL FOR HIS DISRUPTIVE AND VOLATILE AND AGAINST CONGRESSIONAL RULE OF LAW BEHAIVIOR YOUR A P.O.S JORDAN ROT IN HELL BAD KARMA TO YOU
301,2019-03-30 10:15:29+00:00,so who’s bailing me out of jail
302,2019-03-30 04:05:23+00:00,"Yes... SOMEBODY will have to go to jail. The sacrificial lamb, as it were. Not sure who won THAT title yet but I guess we will see. Let us not focus on revenge let us focus on fixing it. :)"
303,2019-03-26 23:59:54+00:00,A suspect is in the Benton County Jail after being recognized by his parole officer in surveillance videos from thefts at two Spokane hospitals. Hear from one of the victims at 5. @KHQLocalNews
304,2019-03-23 00:59:19+00:00,Find this POS and put him in JAIL 
305,2019-03-21 14:33:06+00:00,So I tried to thow it out in the field but it landed on his windshield and they jacked the jail up'n thowed me under it 14 days... etc.. LIKEY ???
306,2019-03-21 07:53:55+00:00,23 year old Florida man jumps in crocodile exhibit gets jail time 
307,2019-03-16 23:45:30+00:00,"SHE GOT INTO 3 OR 4 UNIVERSITIES!!!!??? & SHES NO """"ROCKET SCIENTIST""""??? BUT SHE IS A """"CLINTON"""" IMAGINE?? WHAT SHE KNOWS??? ALL ABOUT THE CORRUPTION & CRIMINALITY???? I WONDER IF SHE WAKES UP AT NIGHT?? """"SWEATING & SCREAMING"""" SOMEONE NEEDS TO GO TO JAIL?????"
308,2019-03-16 10:23:30+00:00,"I don't want to have to fight your husband, Leann, but lord Knows i would in a heartbeat but they would just throw me in the jail cause I hurt a civvie."
309,2019-03-14 20:51:17+00:00,"Trump supporter kicked out of an NYC bar, but there's more to the story..cini your a P.O.S AND A MENACE AND THREAT TO THE U.S.OF.A SHOULD BE THROWN IN JAIL P.O.S https://www.cbsnews.com/news/maga-hat-bar-trump-supporter-kicked-out-upper-west-side-bar-jakes-dilemma-whole-story-2019-03-14/"
310,2019-03-14 11:16:32+00:00,#ThingsRichPeopleDoDifferently Jail time for white collar crime. 
311,2019-03-13 20:56:33+00:00,Manafort sentenced in D.C. case..HOPE YOU ROT IN JAIL P.O.S MANAFORT TRAITOR 
312,2018-01-06 00:35:35+00:00,Fucker made me put his bed RIGHT HERE but is lying in jail (his kennel)... #catahoula… https://www.instagram.com/p/Bdlo2LZDd7K/
313,2017-05-04 18:40:20+00:00,Keller Williams Realty going to jail to support MDA lock up!!! #mdalockup #kellerwilliams… https://www.instagram.com/p/BTrkpTfAMwK/
314,2016-08-04 18:26:14+00:00,"Jail food! Don't worry mom, I'm eating salad too! Hey everyone, I get to ring a bell if I get… https://www.instagram.com/p/BIsmBZ8gcUa/"
315,2016-08-04 18:17:23+00:00,Stuck in jail! Somebody help! #mda @Red Lion Hotel At The Park https://www.instagram.com/p/BIslAlSgc9p/
316,2016-08-02 00:20:24+00:00,"I'M GOING TO JAIL! In case you missed this, or forgot (like me), it's happening this week. I… https://www.instagram.com/p/BIlgKzYgfai/"
317,2016-07-29 17:01:28+00:00,My twin brother got out of jail this morning. He's playing a solo set at The Observatpry tonight… https://www.instagram.com/p/BIc_jRaDQAx/
318,2016-07-01 22:18:03+00:00,Take that California! This is for all those years of thinking that I would be thrown in jail if… https://www.instagram.com/p/BHVdhhujYLI/
319,2016-02-23 09:28:52+00:00,I live next to the jail and a guy just escaped a squad car by shitting his pants. This happened in my back yard essentially. So funny.
320,2016-01-08 09:12:20+00:00,@clink203 ha I live across the street from the jail in Spokane :)
321,2015-11-13 21:40:20+00:00,@JodiChandler15 @rvestal75 Dad kept going to jail. #StopItDad
322,2015-11-02 02:04:12+00:00,"1) it's a get-out-of-jail free card, dating back to Nixon, for malfeasance and stupidity."
323,2015-08-07 15:09:57+00:00,Remember when I freaked out hardcore in a bar during the NFC Champs when Aldon Smith tackled Russell because I thought he should be in jail?
324,2015-05-02 22:57:51+00:00,Jail Bail @Alpha Phi Sorority https://instagram.com/p/2MncUindwY/
325,2015-05-02 05:10:46+00:00,"So much ignorance! Why is it ever okay to break the law because ""too many people are doing it to jail us"""
326,2015-04-25 21:31:34+00:00,Jail talk sounds so convincing sometimes
327,2015-04-04 18:52:07+00:00,I'm at the Spokane County Jail waiting to interview a man charged with robbing two banks in Jan 2014. He says he didn't do it. #KXLY
328,2015-04-03 03:10:20+00:00,"""Jail... a big sleep over with all my friends"" ~@AndrewVandine"
329,2015-03-17 03:55:42+00:00,"If I go to jail tonight, promise you'll pay my bail"
330,2015-03-12 12:44:03+00:00,"@TheHerd the sports of keeping humans alive, educated, or out of jail"
331,2015-03-11 01:51:50+00:00,@megynkelly @SenRandPaul Hilary is such a smug bitch. I hope she goes to jail.
332,2015-03-07 23:54:19+00:00,Ann could kidnap me cause she's 18 and it would BE REAL. She could go to jail and stuff 
333,2015-02-16 02:49:44+00:00,"uncle: hey, i was in jail up there grandma: why were you in jail? uncle: you know now that I think of it, that wasn't me #dodgedabullet"
334,2015-02-10 18:02:29+00:00,@s_mcvicker bruh don't believe that shit my twitter got hacked like my Facebook 4 of y'all to young and I ain't going to jail for no one
335,2015-02-06 22:29:57+00:00,@kinkslinks @yamrthehammer Send him to gay baby jail officer
336,2015-02-05 03:50:09+00:00,@kimberr9 it's college not a life sentence to jail.
337,2015-02-04 19:59:40+00:00,"""Stayin' out of jail call me Morgan cuz I'm free man. Keep it simple back to the basics where it all… http://instagram.com/p/ysR48MSX0D/"
338,2015-02-03 16:13:11+00:00,@ConstructionAir we are a general contractor with a mission to train Veterans. We also hire those rebuilding after jail or addiction.
339,2015-01-08 00:43:38+00:00,#AlexProbz “@Lefriec_KXLY: Waiting in jail. #newsproblems ”
340,2014-12-23 01:46:22+00:00,@cmaaccc does your brother want me to go to jail lol
341,2014-12-22 05:15:02+00:00,@Hurdle_Girl do I have to go to jail!? 
342,2014-12-17 12:09:35+00:00,Intelligence: too use all available resources to make sure what one is doing is not going to land one's butt in jail; Justin Bieber?do that?
343,2014-12-11 21:30:58+00:00,Have a feeling a lot of mf's are going to jail this night... 
344,2014-12-08 16:31:00+00:00,@KREM2 spokane county jail on lockdown.
345,2014-12-08 16:27:00+00:00,"@kxly4news spokane county jail on lockdown, no further info."
346,2014-12-02 22:17:24+00:00,Rapper @MeekMill out of jail today. I just hope he learned his lesson about posting reckless on #socialmedia
347,2014-11-25 18:05:27+00:00,"Judge imposes a sentence of 364 days in jail but suspends all of it, 60 hours community service, 12 mo probation, and fines.@KREM2"
348,2014-11-21 21:14:17+00:00,"""You're a night savor, my home girl just got outta jail and we don't have a lighter"" I was like uhhhh okaaaay... Lol"
349,2014-11-07 01:00:10+00:00,I want to jail break my phoooone
350,2014-10-25 07:04:21+00:00,"My cousin must have got outta jail.. He's likin my pics haha. He'll be back in, in a month."
351,2014-10-20 06:25:13+00:00,Can you still go to Twitter jail for tweeting to much? I remember I had that like 5 times. #ITweetedAlot!!!!!!!!
352,2014-10-17 23:57:24+00:00,"I have a couple homies that've been to jail, they're good people tho. Just made some bad decisions"
353,2014-10-07 18:23:19+00:00,County Commissioners unanimously voted to hire 12 corrections officers and 4 nurses for the County Jail and Geiger. #KXLY
354,2014-10-07 17:42:19+00:00,County Commissioners hearing about hiring more jail staff. #KXLY
355,2014-10-06 16:34:07+00:00,"When people say ""it's cuffing season"" I feel like everyone's just going to jail. "
356,2014-10-05 08:47:47+00:00,@Real_J_Eddy @Shoulders24_7 @windyinthe509 @SpokaneWaUpdate I took this guy to jail
357,2014-10-01 20:21:37+00:00,"This girl sitting next to me just said ""I have been to jail twice, and they won't take my kid."" She also said ""I went for stabbing my mom."" "
358,2014-09-27 16:58:09+00:00,I know when Meek Mill gets out to jail he's gonna Rap all about it like he spent 7 years behind bars.. 
359,2014-09-22 20:22:20+00:00,Joseph Patterson was at Holy Cross Cemetery yesterday looking at this moose. Now he's in jail. #kxly
360,2014-09-19 20:34:04+00:00,James Henrikson is dressed in an orange jail jumpsuit. With a fresh haircut. #murderforhire
361,2014-09-15 03:48:53+00:00,"@TheMikeEllis: If I hit someone, in public, with cameras rolling. As a black man, I'm going to jail &amp; @SpokanePD would ask questions later"
362,2014-09-12 22:28:43+00:00,@GrantMarti01 still talkin shit even when he in jail 
363,2014-09-08 18:29:34+00:00,Ray Rice committed a serious crime and should serve the appropriate jail time. Very disappointing if he's back on the field week 3. #NFL
364,2014-09-08 17:15:26+00:00,"The problem is money in the justice system those with money tend to get off with a slap on the wrist, no money and you're going to jail son."
365,2014-09-08 13:48:45+00:00,@RepublicanSwine no excuse for this kind of parenting just put him in a hot car and then go to jail
366,2014-09-08 04:56:10+00:00,#hishandslive Brandy Clark is keeping us out of jail with Stripes and Jennifer Nettles is taking us to church!!! AHHHH-MAZING SHOW!!!
367,2014-09-04 06:15:34+00:00,"This dude is in jail for being a cannibal. He fried up some dude, ate it, gave some to his friends.. Lied and said it was kangaroo.. what."
368,2014-09-01 10:44:21+00:00,"And then I said, "" I don't need a drivers license deputy I'm a sovereign citizen of the state of euphoria.#handcuffs#jail"
369,2014-08-30 18:05:44+00:00,Like I might talk hella crazy shit but I would never do some shit that would end me up in jail...
370,2014-08-29 16:30:53+00:00,"""Don't get married, don't get any face tattoos, don't go to jail"" #VegasAdvice #optimistic"
371,2014-08-27 01:25:27+00:00,"Yes, date men who have recently gotten out of jail. Lovely life choice, princess."
372,2014-08-26 04:05:57+00:00,“@TSSCrew: #FreeJeezy: Rapper Currently Seeing It All From A Jail Cell http://smkngsc.tn/1sqP76F https://twitter.com/TSSCrew/status/503989814556102658/photo/1” #CantBanTheSnowman
373,2014-08-21 08:10:38+00:00,Stolen shopping scooter ride leads to jail http://m.apnews.com/ap/db_268786/contentdetail.htm?contentguid=qhM1wllR (from @AP) #DUH
374,2014-08-21 05:58:50+00:00,Tonight I promised myself I will not go jail for stabbing my coworker in the eye with an anal plug
375,2014-08-16 19:27:55+00:00,I wanna jail break my phone so bad
376,2014-08-16 04:12:26+00:00,This girl steady complaining her boy is in jail. Like reallllly? Maybeee just maybeee you shouldn't date someone in and out of jail
377,2014-08-14 07:33:56+00:00,I watch tv for the first time in probably 2 weeks and teen mom is on and jenelle is pregnant and picking up her bf from jail. TV sucks lol
378,2014-08-11 21:40:38+00:00,"Joshua Smith released from jail and 2nd Degree Murder charge dropped, pending further invest, This relating to N Spokane fatal shooting."
